,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
86866,242093148,423,,ASSAULT - AGGRAVATED,A1,116,0,2024-11-02 01:47:00+00,2024,11,Saturday ,1,,"BEACH ST & TYLER ST
BOSTON, MA 02111
UNITED STATES",42.35135453104078,-71.0605184727314,"(42.35135453104078, -71.0605184727314)"
86872,242092863,724,,AUTO THEFT,C6,200,0,2024-11-01 10:00:00+00,2024,11,Friday   ,10,,W BROADWAY,42.34128702104515,-71.05467980204799,"(42.34128702104515, -71.05467980204799)"
86894,232082057,423,,ASSAULT - AGGRAVATED,D4,617,0,2023-10-10 17:37:00+00,2023,10,Tuesday  ,17,,HUNTINGTON AVENUE,,,
86900,232082378,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,167,0,2023-10-10 20:00:00+00,2023,10,Tuesday  ,20,,HARRISON AVE,42.33954152609665,-71.06940928222296,"(42.33954152609665, -71.06940928222296)"
86912,242065930,301,,ROBBERY,A1,64,1,2024-08-08 19:05:00+00,2024,8,Thursday ,19,,FRUIT ST,42.36240234202204,-71.06954697858762,"(42.36240234202204, -71.06954697858762)"
86935,242092621,801,,ASSAULT - SIMPLE,A1,77,0,2024-10-31 00:00:00+00,2024,10,Thursday ,0,,SUDBURY ST,,,
86957,252030595,423,,ASSAULT - AGGRAVATED,D4,165,0,2025-04-19 08:28:00+00,2025,4,Saturday ,8,,HARRISON AVE,42.34329747551769,-71.0645814575635,"(42.34329747551769, -71.0645814575635)"
86978,252031061,801,,ASSAULT - SIMPLE,D4,133,0,2025-04-21 00:04:00+00,2025,4,Monday   ,0,,"DARTMOUTH ST & NEWBURY ST
BOSTON, MA 02116
UNITED ",42.35088951594915,-71.07776053394778,"(42.35088951594915, -71.07776053394778)"
86983,252030912,801,,ASSAULT - SIMPLE,D4,619,0,2025-04-20 12:03:00+00,2025,4,Sunday   ,12,,WESTLAND AVE,42.34376414338544,-71.0886692005269,"(42.34376414338544, -71.0886692005269)"
86990,242007162,801,,ASSAULT - SIMPLE,A1,111,0,2024-01-27 02:29:00+00,2024,1,Saturday ,2,,TEMPLE PL,42.35521381258802,-71.06206397015934,"(42.35521381258802, -71.06206397015934)"
86995,232000041,801,,ASSAULT - SIMPLE,A1,,0,2023-01-01 02:54:00+00,2023,1,Sunday   ,2,,STUART ST,42.35103057372113,-71.06373378434928,"(42.35103057372113, -71.06373378434928)"
87020,242093150,801,,ASSAULT - SIMPLE,D14,796,0,2024-11-02 02:08:00+00,2024,11,Saturday ,2,,HARVARD AVE,42.35085332729481,-71.13125809815298,"(42.35085332729481, -71.13125809815298)"
87022,242093154,801,,ASSAULT - SIMPLE,A1,121,0,2024-11-02 02:00:00+00,2024,11,Saturday ,2,,STUART ST,42.35106590188624,-71.065496168854,"(42.351065901886244, -71.065496168854)"
87029,242092921,724,,AUTO THEFT,C11,355,0,2024-11-01 13:00:00+00,2024,11,Friday   ,13,,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
87044,232082807,724,,AUTO THEFT,C6,176,0,2023-10-11 17:00:00+00,2023,10,Wednesday,17,,NEWMARKET SQUARE,,,
87051,232082857,423,,ASSAULT - AGGRAVATED,A7,16,0,2023-10-07 00:00:00+00,2023,10,Saturday ,0,,E EAGLE ST,42.38132453142911,-71.02804042233107,"(42.38132453142911, -71.02804042233107)"
87074,242093069,801,,ASSAULT - SIMPLE,B2,330,0,2024-11-01 20:15:00+00,2024,11,Friday   ,20,,WASHINGTON ST,42.30576641291201,-71.08097578849147,"(42.30576641291201, -71.08097578849147)"
87078,242092821,423,,ASSAULT - AGGRAVATED,A1,116,0,2024-11-01 03:15:00+00,2024,11,Friday   ,3,,TYLER ST,42.35090011990481,-71.06068736937495,"(42.35090011990481, -71.06068736937495)"
87082,242093021,801,,ASSAULT - SIMPLE,D14,800,0,2024-11-01 16:57:00+00,2024,11,Friday   ,16,,PRESIDENT TER,42.35344659207901,-71.12917112547716,"(42.35344659207901, -71.12917112547716)"
87083,242093120,801,,ASSAULT - SIMPLE,D4,172,0,2024-11-01 22:54:00+00,2024,11,Friday   ,22,,MASSACHUSETTS AVE,42.3331114316298,-71.07276423377581,"(42.333111431629796, -71.07276423377581)"
87111,232082230,423,,ASSAULT - AGGRAVATED,B3,467,0,2023-10-11 11:56:00+00,2023,10,Wednesday,11,,GILMER ST,42.28281031577002,-71.09722391540089,"(42.28281031577002, -71.09722391540089)"
87114,232882362,801,,ASSAULT - SIMPLE,D4,130,0,2023-10-11 11:00:00+00,2023,10,Wednesday,11,,"STUART ST & TRINITY PL
BOSTON, MA 02116
UNITED STA",42.34857951874716,-71.07543049472693,"(42.34857951874716, -71.07543049472693)"
87133,232083010,801,,ASSAULT - SIMPLE,B2,318,0,2023-10-13 22:55:00+00,2023,10,Friday   ,22,,BROOKLEDGE ST,42.309562615457054,-71.08990259245064,"(42.309562615457054, -71.08990259245064)"
87135,232082964,801,,ASSAULT - SIMPLE,B2,316,0,2023-10-12 08:15:00+00,2023,10,Thursday ,8,,ABBOTSFORD STREET,,,
87137,232082883,801,,ASSAULT - SIMPLE,C6,177,0,2023-10-13 15:12:00+00,2023,10,Friday   ,15,,MASSACHUSETTS AVE,42.33152102171209,-71.07085359964749,"(42.33152102171209, -71.07085359964749)"
87155,232082983,724,,AUTO THEFT,A1,77,0,2023-10-07 10:30:00+00,2023,10,Saturday ,10,,NEW SUDBURY ST,42.3618380883142,-71.05976533206233,"(42.3618380883142, -71.05976533206233)"
87163,232083190,724,,AUTO THEFT,E18,520,0,2023-10-13 08:00:00+00,2023,10,Friday   ,8,,HYDE PARK AVE,42.256215542554976,-71.12402029533455,"(42.256215542554976, -71.12402029533455)"
87178,232018452,801,,ASSAULT - SIMPLE,A7,25,0,2023-03-09 21:35:00+00,2023,3,Thursday ,21,,MERIDIAN ST,42.38073830038069,-71.03925618490725,"(42.38073830038069, -71.03925618490725)"
87190,232083127,724,,AUTO THEFT,A15,41,0,2023-10-13 19:00:00+00,2023,10,Friday   ,19,,VINE ST,42.376631183831805,-71.05593235449719,"(42.376631183831805, -71.05593235449719)"
87192,232083125,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,329,0,2023-10-14 13:04:00+00,2023,10,Saturday ,13,,WASHINGTON ST,42.30576641291201,-71.08097578849147,"(42.30576641291201, -71.08097578849147)"
87206,252030783,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,282,0,2025-04-18 18:00:00+00,2025,4,Friday   ,18,,WASHINGTON ST,42.32866239451696,-71.08563458516488,"(42.32866239451696, -71.08563458516488)"
87207,252030648,801,,ASSAULT - SIMPLE,E13,574,0,2025-04-16 14:50:00+00,2025,4,Wednesday,14,,WASHINGTON ST,42.30971815419562,-71.10429497557632,"(42.30971815419562, -71.10429497557632)"
87209,252030769,801,,ASSAULT - SIMPLE,C11,334,0,2025-04-19 20:18:00+00,2025,4,Saturday ,20,,"BOWDOIN ST & HENDRY ST
DORCHESTER, MA 02122
UNITED",42.30872051151906,-71.06435760829152,"(42.30872051151906, -71.06435760829152)"
87239,242093097,423,,ASSAULT - AGGRAVATED,E5,672,0,2024-11-01 21:08:00+00,2024,11,Friday   ,21,,SOUTH ST,42.28815827655245,-71.13606861630073,"(42.288158276552444, -71.13606861630073)"
87249,242092778,801,,ASSAULT - SIMPLE,A1,78,0,2024-10-31 23:03:00+00,2024,10,Thursday ,23,,HANOVER ST,42.36179380018359,-71.05711313869747,"(42.36179380018359, -71.05711313869747)"
87261,232082204,724,,AUTO THEFT,E18,520,0,2023-10-10 20:30:00+00,2023,10,Tuesday  ,20,,HYDE PARK AVE,42.256215542554976,-71.12402029533455,"(42.256215542554976, -71.12402029533455)"
87268,232082184,423,,ASSAULT - AGGRAVATED,D4,623,0,2023-10-11 08:35:00+00,2023,10,Wednesday,8,,COMMONWEALTH AVE,42.34877531951968,-71.09606859833355,"(42.34877531951968, -71.09606859833355)"
87273,232082276,801,,ASSAULT - SIMPLE,B2,901,0,2023-10-11 15:10:00+00,2023,10,Wednesday,15,,HORADAN WAY,42.33426475233301,-71.09822229730246,"(42.33426475233301, -71.09822229730246)"
87279,252030933,423,,ASSAULT - AGGRAVATED,B2,304,0,2025-04-20 13:53:00+00,2025,4,Sunday   ,13,,MARCELLA ST,42.32162778448586,-71.09460303792426,"(42.32162778448586, -71.09460303792426)"
87291,252030881,724,,AUTO THEFT,A7,16,0,2025-04-19 22:00:00+00,2025,4,Saturday ,22,,E EAGLE ST,42.38132453142911,-71.02804042233107,"(42.38132453142911, -71.02804042233107)"
87374,252009505,801,,ASSAULT - SIMPLE,A1,106,0,2025-02-04 18:50:00+00,2025,2,Tuesday  ,18,,SUMMER ST,42.35387671513129,-71.05830252682509,"(42.35387671513129, -71.05830252682509)"
87396,242093145,801,,ASSAULT - SIMPLE,C6,186,0,2024-11-02 01:44:00+00,2024,11,Saturday ,1,,MASSACHUSETTS AVE,42.32198609304826,-71.06280719444834,"(42.32198609304826, -71.06280719444834)"
87403,252030701,801,,ASSAULT - SIMPLE,D4,171,0,2025-04-19 15:19:00+00,2025,4,Saturday ,15,,ALBANY ST,42.334287947313456,-71.07239570643029,"(42.334287947313456, -71.07239570643029)"
87408,252030721,801,,ASSAULT - SIMPLE,B3,476,0,2025-04-19 17:00:00+00,2025,4,Saturday ,17,,BLUE HILL AVE,42.26817355008488,-71.0938774997828,"(42.268173550084875, -71.0938774997828)"
87427,242076913,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,143,0,2024-09-09 18:06:00+00,2024,9,Monday   ,18,,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
87433,252030851,423,,ASSAULT - AGGRAVATED,A1,121,0,2025-04-20 02:38:00+00,2025,4,Sunday   ,2,,TREMONT ST,42.349428171490224,-71.06536689336696,"(42.349428171490224, -71.06536689336696)"
87439,252030848,801,,ASSAULT - SIMPLE,A1,113,0,2025-04-20 02:05:00+00,2025,4,Sunday   ,2,,KINGSTON ST,42.35370536606569,-71.0589863265168,"(42.35370536606569, -71.0589863265168)"
87452,252038352,801,,ASSAULT - SIMPLE,B3,565,0,2025-05-14 11:35:00+00,2025,5,Wednesday,11,,EGRET WAY,,,
87471,252038844,801,,ASSAULT - SIMPLE,B3,406,0,2025-05-15 21:12:00+00,2025,5,Thursday ,21,,MEADOWBANK AVE,42.27055476868668,-71.08137721617106,"(42.27055476868668, -71.08137721617106)"
87484,242076506,423,,ASSAULT - AGGRAVATED,C11,356,0,2024-09-08 11:56:00+00,2024,9,Sunday   ,11,,GENEVA AVE,42.29848819292919,-71.06313353185703,"(42.29848819292919, -71.06313353185703)"
87498,242077059,801,,ASSAULT - SIMPLE,B3,437,0,2024-09-10 08:36:00+00,2024,9,Tuesday  ,8,,"NEW ENGLAND AVE & WOODROW AVE
DORCHESTER, MA 02124",42.28799754770768,-71.07788170294924,"(42.28799754770768, -71.07788170294924)"
87503,242076672,801,,ASSAULT - SIMPLE,D14,791,0,2024-09-08 21:38:00+00,2024,9,Sunday   ,21,,SUMMIT AVE,42.34548018223342,-71.14046751059966,"(42.34548018223342, -71.14046751059966)"
87506,242076845,801,,ASSAULT - SIMPLE,A1,122,0,2024-09-09 14:39:00+00,2024,9,Monday   ,14,,WASHINGTON ST,42.350004444828166,-71.06359101074167,"(42.350004444828166, -71.06359101074167)"
87508,242076916,423,,ASSAULT - AGGRAVATED,E5,822,0,2024-09-06 22:00:00+00,2024,9,Friday   ,22,,CROWN POINT DR,42.25784025874043,-71.14814035468399,"(42.25784025874043, -71.14814035468399)"
87510,242076962,423,,ASSAULT - AGGRAVATED,C11,396,1,2024-09-09 19:53:00+00,2024,9,Monday   ,19,,DORCHESTER AVE,42.29244200514634,-71.06243664693808,"(42.29244200514634, -71.06243664693808)"
87512,242077174,801,,ASSAULT - SIMPLE,C11,450,0,2024-09-10 14:31:00+00,2024,9,Tuesday  ,14,,WASHINGTON ST,42.29360539309139,-71.07188712352853,"(42.29360539309139, -71.07188712352853)"
87522,252038651,423,,ASSAULT - AGGRAVATED,A1,92,0,2024-05-14 21:00:00+00,2024,5,Tuesday  ,21,,COURT ST,42.35892230765933,-71.05835398886556,"(42.358922307659334, -71.05835398886556)"
87552,252038839,801,,ASSAULT - SIMPLE,A1,94,0,2025-05-15 20:45:00+00,2025,5,Thursday ,20,,FANEUIL HALL MARKETPLACE,42.35997918764957,-71.05474177952242,"(42.359979187649564, -71.05474177952242)"
87569,252038550,801,,ASSAULT - SIMPLE,A1,80,0,2025-05-14 22:53:00+00,2025,5,Wednesday,22,,MARGARET ST,42.36604416058498,-71.05557711880006,"(42.366044160584984, -71.05557711880006)"
87578,252038322,801,,ASSAULT - SIMPLE,B2,587,0,2025-05-14 07:04:00+00,2025,5,Wednesday,7,,TREMONT ST,42.33153465754459,-71.0953470708844,"(42.33153465754459, -71.0953470708844)"
87580,252038516,423,,ASSAULT - AGGRAVATED,C11,355,0,2025-05-14 20:12:00+00,2025,5,Wednesday,20,,DORCHESTER AVE,42.29768906677575,-71.06091012714883,"(42.297689066775746, -71.06091012714883)"
87595,242077340,423,,ASSAULT - AGGRAVATED,A7,22,0,2024-09-11 00:35:00+00,2024,9,Wednesday,0,,HAVRE ST,42.37495077628103,-71.03587969730721,"(42.374950776281025, -71.03587969730721)"
87613,242076510,423,,ASSAULT - AGGRAVATED,E13,583,0,2024-09-08 12:23:00+00,2024,9,Sunday   ,12,,WALDEN ST,42.32560971528953,-71.10450018622696,"(42.32560971528953, -71.10450018622696)"
87664,252039134,423,,ASSAULT - AGGRAVATED,B2,328,0,2025-05-16 16:34:00+00,2025,5,Friday   ,16,,GREENHEYS ST,42.31150678992216,-71.07467006788357,"(42.311506789922156, -71.07467006788357)"
87693,242076804,301,,ROBBERY,C11,355,0,2024-09-07 16:00:00+00,2024,9,Saturday ,16,,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
87698,242076689,301,,ROBBERY,A7,23,0,2024-09-09 01:52:00+00,2024,9,Monday   ,1,,"BROOKS ST & SARATOGA ST
EAST BOSTON, MA 02128
UNIT",42.37744448843592,-71.03410837061567,"(42.37744448843592, -71.03410837061567)"
87714,252003633,423,,ASSAULT - AGGRAVATED,E13,307,0,2025-01-14 13:16:00+00,2025,1,Tuesday  ,13,,WASHINGTON ST,42.31615141785685,-71.09795198148072,"(42.31615141785685, -71.09795198148072)"
87732,252030849,423,,ASSAULT - AGGRAVATED,A1,127,0,2025-04-20 02:12:00+00,2025,4,Sunday   ,2,,TREMONT ST,42.349428171490224,-71.06536689336696,"(42.349428171490224, -71.06536689336696)"
87733,252030997,801,,ASSAULT - SIMPLE,A7,27,0,2025-04-20 19:04:00+00,2025,4,Sunday   ,19,,SUMNER ST,42.37056745310483,-71.04360232760033,"(42.37056745310483, -71.04360232760033)"
87739,252030986,801,,ASSAULT - SIMPLE,B2,317,0,2025-04-20 18:23:00+00,2025,4,Sunday   ,18,,ELM HILL AVE,42.3105282245792,-71.08671896853923,"(42.310528224579194, -71.08671896853923)"
87747,252014588,724,,AUTO THEFT,E13,574,0,2025-02-23 16:55:00+00,2025,2,Sunday   ,16,,WASHINGTON ST,42.30971815419562,-71.10429497557632,"(42.30971815419562, -71.10429497557632)"
87749,252014373,801,,ASSAULT - SIMPLE,B3,482,0,2025-02-22 21:06:00+00,2025,2,Saturday ,21,,RIVER ST,42.26726374069226,-71.09461181655712,"(42.26726374069226, -71.09461181655712)"
87752,252014287,301,,ROBBERY,D4,627,0,2025-02-22 16:11:00+00,2025,2,Saturday ,16,,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
87753,252013924,301,,ROBBERY,A1,112,0,2025-02-21 09:28:00+00,2025,2,Friday   ,9,,WASHINGTON ST,42.35358081794042,-71.06236711091348,"(42.35358081794042, -71.06236711091348)"
87757,252014463,801,,ASSAULT - SIMPLE,C6,203,0,2025-02-22 21:30:00+00,2025,2,Saturday ,21,,SUMMER ST,42.34747709556754,-71.04467718499333,"(42.34747709556754, -71.04467718499333)"
87794,232071131,801,,ASSAULT - SIMPLE,C6,186,0,2023-09-03 20:23:00+00,2023,9,Sunday   ,20,,ALLSTATE RD,42.326965998839725,-71.06198658978266,"(42.326965998839725, -71.06198658978266)"
87800,232093348,801,,ASSAULT - SIMPLE,A7,17,0,2023-11-16 20:32:00+00,2023,11,Thursday ,20,,CHELSEA ST,42.379771135580015,-71.02730073607052,"(42.379771135580015, -71.02730073607052)"
87818,252013853,423,,ASSAULT - AGGRAVATED,A1,61,0,2025-02-21 02:09:00+00,2025,2,Friday   ,2,,CAUSEWAY ST,42.365374320180834,-71.06154205203151,"(42.365374320180834, -71.06154205203151)"
87826,252014103,801,,ASSAULT - SIMPLE,B3,465,0,2025-02-21 20:38:00+00,2025,2,Friday   ,20,,BLUE HILL AVE,42.2852919105206,-71.09121740216007,"(42.2852919105206, -71.09121740216007)"
87858,252014177,423,,ASSAULT - AGGRAVATED,D4,171,0,2025-02-22 05:25:00+00,2025,2,Saturday ,5,,HARRISON AVE,42.33555908402437,-71.07436417032167,"(42.33555908402437, -71.07436417032167)"
87907,252004011,801,,ASSAULT - SIMPLE,B3,468,0,2025-01-15 16:21:00+00,2025,1,Wednesday,16,,OUTLOOK RD,42.28245472017071,-71.0944883802545,"(42.282454720170705, -71.0944883802545)"
87921,252014415,801,,ASSAULT - SIMPLE,A7,12,0,2025-02-23 00:27:00+00,2025,2,Sunday   ,0,,BENNINGTON ST,42.38594535190156,-71.0090239793628,"(42.385945351901555, -71.0090239793628)"
87943,242090049,423,,ASSAULT - AGGRAVATED,E18,481,0,2024-10-22 18:27:00+00,2024,10,Tuesday  ,18,,VIOLANTE ST,42.26688943126056,-71.09719005805752,"(42.26688943126056, -71.09719005805752)"
87973,242109438,423,,ASSAULT - AGGRAVATED,C11,334,0,2024-12-30 06:04:00+00,2024,12,Monday   ,6,,HOWE ST,42.31136141141037,-71.06442366885474,"(42.31136141141037, -71.06442366885474)"
87974,242109548,801,,ASSAULT - SIMPLE,B3,422,0,2024-12-30 15:10:00+00,2024,12,Monday   ,15,,RIVER ST,42.27132961447494,-71.08299934577009,"(42.27132961447494, -71.08299934577009)"
87975,242109619,301,,ROBBERY,A1,68,0,2024-12-30 19:34:00+00,2024,12,Monday   ,19,,CAMBRIDGE ST,42.361167507808425,-71.06355652080033,"(42.361167507808425, -71.06355652080033)"
87987,252014587,801,,ASSAULT - SIMPLE,A1,76,0,2025-02-23 16:02:00+00,2025,2,Sunday   ,16,,CANAL ST,42.36489479248674,-71.06050292611201,"(42.36489479248674, -71.06050292611201)"
88003,252014704,801,,ASSAULT - SIMPLE,B2,612,0,2025-02-24 01:20:00+00,2025,2,Monday   ,1,,FRANCIS ST,42.335384025864855,-71.10678025456242,"(42.335384025864855, -71.10678025456242)"
88007,252014261,423,,ASSAULT - AGGRAVATED,A1,77,0,2025-02-19 00:00:00+00,2025,2,Wednesday,0,,NEW SUDBURY ST,42.3618380883142,-71.05976533206233,"(42.3618380883142, -71.05976533206233)"
88013,252014695,801,,ASSAULT - SIMPLE,D4,270,0,2025-02-24 00:45:00+00,2025,2,Monday   ,0,,"ALBANY ST & MASSACHUSETTS AVE
ROXBURY, MA 02118
UN",42.3335495054871,-71.07346651192434,"(42.3335495054871, -71.07346651192434)"
88019,252018825,301,,ROBBERY,E18,496,0,2025-03-10 07:31:00+00,2025,3,Monday   ,7,,HYDE PARK AVE,42.26701046863793,-71.12096250389341,"(42.26701046863793, -71.12096250389341)"
88024,252018911,801,,ASSAULT - SIMPLE,D4,138,0,2025-03-06 00:00:00+00,2025,3,Thursday ,0,,BOYLSTON ST,42.3490190949302,-71.08130186019126,"(42.3490190949302, -71.08130186019126)"
88027,252019385,301,,ROBBERY,B2,328,0,2025-03-11 22:04:00+00,2025,3,Tuesday  ,22,,NORMANDY ST,42.31192743882621,-71.07763021820392,"(42.31192743882621, -71.07763021820392)"
88049,252004059,423,,ASSAULT - AGGRAVATED,D14,789,0,2025-01-15 19:44:00+00,2025,1,Wednesday,19,,BEACON STREET,,,
88051,242085141,801,,ASSAULT - SIMPLE,D4,271,0,2024-10-05 13:14:00+00,2024,10,Saturday ,13,,HARRISON AVE,42.33401783563252,-71.07638177986509,"(42.33401783563252, -71.07638177986509)"
88061,242085047,423,,ASSAULT - AGGRAVATED,B2,239,0,2024-10-05 03:15:00+00,2024,10,Saturday ,3,,BELDEN ST,42.31833009364586,-71.06566764591425,"(42.31833009364586, -71.06566764591425)"
88072,242085208,801,,ASSAULT - SIMPLE,D14,803,0,2024-10-05 17:05:00+00,2024,10,Saturday ,17,,CAMBRIDGE ST,42.35393454703682,-71.13652657631967,"(42.35393454703682, -71.13652657631967)"
88073,242085281,423,,ASSAULT - AGGRAVATED,A1,98,0,2024-10-05 22:46:00+00,2024,10,Saturday ,22,,"COURT ST & WASHINGTON ST
BOSTON, MA 02109
UNITED S",42.35882452620626,-71.05779745860501,"(42.35882452620626, -71.05779745860501)"
88113,252015192,801,,ASSAULT - SIMPLE,B2,314,0,2025-02-25 15:09:00+00,2025,2,Tuesday  ,15,,HOWLAND ST,42.31444796998304,-71.08993479609362,"(42.314447969983036, -71.08993479609362)"
88130,252018640,423,,ASSAULT - AGGRAVATED,D4,137,0,2025-03-09 13:50:00+00,2025,3,Sunday   ,13,,NEWBURY ST,42.34999687778176,-71.08103491858215,"(42.34999687778176, -71.08103491858215)"
88137,252018867,724,,AUTO THEFT,C6,200,0,2025-03-10 11:15:00+00,2025,3,Monday   ,11,,W BROADWAY,42.34128702104515,-71.05467980204799,"(42.34128702104515, -71.05467980204799)"
88150,242109745,423,,ASSAULT - AGGRAVATED,A1,105,0,2024-12-31 11:23:00+00,2024,12,Tuesday  ,11,,SUMMER ST,42.35521577101499,-71.06012909140631,"(42.35521577101499, -71.06012909140631)"
88169,252038520,801,,ASSAULT - SIMPLE,C6,914,0,2025-05-14 20:08:00+00,2025,5,Wednesday,20,,MONSIGNOR DENNIS F. O'CALLAGHA WAY,,,
88186,252018888,801,,ASSAULT - SIMPLE,A1,105,0,2025-03-10 12:17:00+00,2025,3,Monday   ,12,,"SUMMER ST & WASHINGTON ST
BOSTON, MA 02111
UNITED ",42.35545853241331,-71.0605244262432,"(42.35545853241331, -71.0605244262432)"
88195,252019362,301,,ROBBERY,A1,61,0,2025-03-11 19:50:00+00,2025,3,Tuesday  ,19,,"CAUSEWAY ST & PORTLAND ST
BOSTON, MA 02114
UNITED ",42.36481651657037,-71.06232045737354,"(42.36481651657037, -71.06232045737354)"
88200,252019005,423,,ASSAULT - AGGRAVATED,D4,144,0,2025-03-10 17:07:00+00,2025,3,Monday   ,17,,BELVIDERE ST & HUNTINGTON AVE,42.34537054460828,-71.08174847128733,"(42.34537054460828, -71.08174847128733)"
88205,252018992,801,,ASSAULT - SIMPLE,B2,305,0,2025-03-08 13:30:00+00,2025,3,Saturday ,13,,"MARTIN LUTHER KING JR BLVD & WALNUT AVE
ROXBURY, M",42.31996753592672,-71.08859655216267,"(42.31996753592672, -71.08859655216267)"
88226,252038833,724,,AUTO THEFT,C11,355,0,2025-05-15 21:10:00+00,2025,5,Thursday ,21,,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
88236,252038852,301,,ROBBERY,B3,426,0,2025-05-15 17:27:00+00,2025,5,Thursday ,17,,BLUE HILL AVE,42.26820155864584,-71.09367416656292,"(42.268201558645835, -71.09367416656292)"
88238,252038684,801,,ASSAULT - SIMPLE,E18,516,0,2025-05-15 13:33:00+00,2025,5,Thursday ,13,,TRUMAN PKWY,42.25194283286369,-71.11925219711384,"(42.25194283286369, -71.11925219711384)"
88256,242054609,801,,ASSAULT - SIMPLE,C11,245,0,2024-07-03 11:59:00+00,2024,7,Wednesday,11,,HARBOR VIEW ST,42.317467965611975,-71.05616391335906,"(42.317467965611975, -71.05616391335906)"
88268,252038660,727,,AUTO THEFT - LEASED/RENTED VEHICLE,C6,200,0,2025-02-17 09:58:00+00,2025,2,Monday   ,9,,W BROADWAY,42.34128702104515,-71.05467980204799,"(42.34128702104515, -71.05467980204799)"
88277,232000053,801,,ASSAULT - SIMPLE,A1,84,0,2023-01-01 03:27:00+00,2023,1,Sunday   ,3,,HANOVER ST,42.36339105312448,-71.05488165240494,"(42.36339105312448, -71.05488165240494)"
88278,232000232,301,,ROBBERY,A1,123,0,2023-01-01 20:30:00+00,2023,1,Sunday   ,20,,"WASHINGTON ST & STUART ST
BOSTON, MA 02111
UNITED ",42.35091954302459,-71.06303041362877,"(42.35091954302459, -71.06303041362877)"
88297,232000085,301,,ROBBERY,A15,38,0,2023-01-01 09:26:00+00,2023,1,Sunday   ,9,,FIRST AVE,42.3753617448269,-71.05370159691208,"(42.375361744826904, -71.05370159691208)"
88304,252019136,724,,AUTO THEFT,E5,691,0,2025-03-11 02:30:00+00,2025,3,Tuesday  ,2,,CENTRE ST,42.28709320338153,-71.14822209118665,"(42.28709320338153, -71.14822209118665)"
88332,252019087,801,,ASSAULT - SIMPLE,D4,172,0,2025-03-10 22:30:00+00,2025,3,Monday   ,22,,MASSACHUSETTS AVE,42.3331114316298,-71.07276423377581,"(42.333111431629796, -71.07276423377581)"
88341,252019186,724,,AUTO THEFT,A1,77,0,2025-03-11 10:10:00+00,2025,3,Tuesday  ,10,,SUDBURY ST,,,
88354,232081875,724,,AUTO THEFT,C11,355,0,2023-10-10 09:30:00+00,2023,10,Tuesday  ,9,,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
88355,232082114,301,,ROBBERY,B3,429,0,2023-10-10 19:55:00+00,2023,10,Tuesday  ,19,,WILLOWWOOD ST,42.28518911517971,-71.08636660884609,"(42.28518911517971, -71.08636660884609)"
